"go_id","go_name","root_node"
"GO:2001020","regulation of response to DNA damage stimulus","biological_process"
"GO:0045282","plasma membrane succinate dehydrogenase complex","cellular_component"
"GO:0006336","DNA replication-independent nucleosome assembly","biological_process"
"GO:0006344","maintenance of chromatin silencing","biological_process"
"GO:0032197","transposition, RNA-mediated","biological_process"
"GO:0051574","positive regulation of histone H3-K9 methylation","biological_process"
"GO:0090241","negative regulation of histone H4 acetylation","biological_process"
"GO:2001251","negative regulation of chromosome organization","biological_process"
"GO:0061416","regulation of transcription from RNA polymerase II promoter in response to salt stress","biological_process"
"GO:0006556","S-adenosylmethionine biosynthetic process","biological_process"
"GO:0005221","intracellular cyclic nucleotide activated cation channel activity","molecular_function"
"GO:0045439","isopenicillin-N epimerase activity","molecular_function"
"GO:0019450","L-cysteine catabolic process to pyruvate","biological_process"
"GO:0009871","jasmonic acid and ethylene-dependent systemic resistance, ethylene mediated signaling pathway","biological_process"
"GO:0009704","de-etiolation","biological_process"
"GO:0031539","positive regulation of anthocyanin metabolic process","biological_process"
"GO:0080113","regulation of seed growth","biological_process"
"GO:0010275","NAD(P)H dehydrogenase complex assembly","biological_process"
"GO:0030198","extracellular matrix organization","biological_process"
"GO:0009967","positive regulation of signal transduction","biological_process"
"GO:0010675","regulation of cellular carbohydrate metabolic process","biological_process"
"GO:0043023","ribosomal large subunit binding","molecular_function"
"GO:0030505","inorganic diphosphate transport","biological_process"
"GO:0015229","L-ascorbic acid transmembrane transporter activity","molecular_function"
"GO:0030504","inorganic diphosphate transmembrane transporter activity","molecular_function"
"GO:0048529","magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity","molecular_function"
"GO:0030494","bacteriochlorophyll biosynthetic process","biological_process"
"GO:0036068","light-independent chlorophyll biosynthetic process","biological_process"
"GO:1901401","regulation of tetrapyrrole metabolic process","biological_process"
"GO:0004635","phosphoribosyl-AMP cyclohydrolase activity","molecular_function"
"GO:0004636","phosphoribosyl-ATP diphosphatase activity","molecular_function"
"GO:0044070","regulation of anion transport","biological_process"
"GO:0005742","mitochondrial outer membrane translocase complex","cellular_component"
"GO:0015288","porin activity","molecular_function"
"GO:0004449","isocitrate dehydrogenase (NAD+) activity","molecular_function"
"GO:0010529","negative regulation of transposition","biological_process"
"GO:0019781","NEDD8 activating enzyme activity","molecular_function"
"GO:0030031","cell projection assembly","biological_process"
"GO:0044782","cilium organization","biological_process"
"GO:0070925","organelle assembly","biological_process"
"GO:0016628","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","molecular_function"
"GO:1990585","hydroxyproline O-arabinosyltransferase activity","molecular_function"
"GO:0007051","spindle organization","biological_process"
"GO:0010458","exit from mitosis","biological_process"
"GO:0010994","free ubiquitin chain polymerization","biological_process"
"GO:0031536","positive regulation of exit from mitosis","biological_process"
"GO:0070936","protein K48-linked ubiquitination","biological_process"
"GO:0070979","protein K11-linked ubiquitination","biological_process"
"GO:0005680","anaphase-promoting complex","cellular_component"
"GO:0030071","regulation of mitotic metaphase/anaphase transition","biological_process"
"GO:0004869","cysteine-type endopeptidase inhibitor activity","molecular_function"
"GO:2000117","negative regulation of cysteine-type endopeptidase activity","biological_process"
"GO:0005818","aster","cellular_component"
"GO:0005968","Rab-protein geranylgeranyltransferase complex","cellular_component"
"GO:0004663","Rab geranylgeranyltransferase activity","molecular_function"
"GO:2000541","positive regulation of protein geranylgeranylation","biological_process"
"GO:0004419","hydroxymethylglutaryl-CoA lyase activity","molecular_function"
"GO:0046951","ketone body biosynthetic process","biological_process"
"GO:0070542","response to fatty acid","biological_process"
"GO:1990822","basic amino acid transmembrane transport","biological_process"
"GO:0015174","basic amino acid transmembrane transporter activity","molecular_function"
"GO:0061135","endopeptidase regulator activity","molecular_function"
"GO:0061578","Lys63-specific deubiquitinase activity","molecular_function"
"GO:0006021","inositol biosynthetic process","biological_process"
"GO:0004401","histidinol-phosphatase activity","molecular_function"
"GO:0008441","3'(2'),5'-bisphosphate nucleotidase activity","molecular_function"
"GO:0008934","inositol monophosphate 1-phosphatase activity","molecular_function"
"GO:0010347","L-galactose-1-phosphate phosphatase activity","molecular_function"
"GO:0052832","inositol monophosphate 3-phosphatase activity","molecular_function"
"GO:0052833","inositol monophosphate 4-phosphatase activity","molecular_function"
"GO:0003919","FMN adenylyltransferase activity","molecular_function"
"GO:0006747","FAD biosynthetic process","biological_process"
"GO:0010245","radial microtubular system formation","biological_process"
"GO:0010342","endosperm cellularization","biological_process"
"GO:0031032","actomyosin structure organization","biological_process"
"GO:0000495","box H/ACA snoRNA 3'-end processing","biological_process"
"GO:0031118","rRNA pseudouridine synthesis","biological_process"
"GO:1990481","mRNA pseudouridine synthesis","biological_process"
"GO:0007290","spermatid nucleus elongation","biological_process"
"GO:0007291","sperm individualization","biological_process"
"GO:0007476","imaginal disc-derived wing morphogenesis","biological_process"
"GO:0008407","chaeta morphogenesis","biological_process"
"GO:0034454","microtubule anchoring at centrosome","biological_process"
"GO:0035071","salivary gland cell autophagic cell death","biological_process"
"GO:0005814","centriole","cellular_component"
"GO:0005930","axoneme","cellular_component"
"GO:0031514","motile cilium","cellular_component"
"GO:0032838","plasma membrane bounded cell projection cytoplasm","cellular_component"
"GO:0000903",NA,NA
"GO:0009660","amyloplast organization","biological_process"
"GO:1900458","negative regulation of brassinosteroid mediated signaling pathway","biological_process"
"GO:0006576","cellular biogenic amine metabolic process","biological_process"
"GO:0051086","chaperone mediated protein folding independent of cofactor","biological_process"
"GO:0043522","leucine zipper domain binding","molecular_function"
"GO:0048156","tau protein binding","molecular_function"
"GO:0032929","negative regulation of superoxide anion generation","biological_process"
"GO:0040016","embryonic cleavage","biological_process"
"GO:0042985","negative regulation of amyloid precursor protein biosynthetic process","biological_process"
"GO:0015807","L-amino acid transport","biological_process"
"GO:0019787","ubiquitin-like protein transferase activity","molecular_function"
"GO:0000904","cell morphogenesis involved in differentiation","biological_process"
"GO:0048663","neuron fate commitment","biological_process"
"GO:0001553","luteinization","biological_process"
"GO:0001570","vasculogenesis","biological_process"
"GO:0008209","androgen metabolic process","biological_process"
"GO:0008210","estrogen metabolic process","biological_process"
"GO:0010761","fibroblast migration","biological_process"
"GO:0030097","hemopoiesis","biological_process"
"GO:0030149","sphingolipid catabolic process","biological_process"
"GO:0033327","Leydig cell differentiation","biological_process"
"GO:0040014","regulation of multicellular organism growth","biological_process"
"GO:0048008","platelet-derived growth factor receptor signaling pathway","biological_process"
"GO:0048705","skeletal system morphogenesis","biological_process"
"GO:0060021","roof of mouth development","biological_process"
"GO:0060325","face morphogenesis","biological_process"
"GO:0008117","sphinganine-1-phosphate aldolase activity","molecular_function"
"GO:0010322","regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway","biological_process"
"GO:1902395","regulation of 1-deoxy-D-xylulose-5-phosphate synthase activity","biological_process"
"GO:0000247","C-8 sterol isomerase activity","molecular_function"
"GO:0047750","cholestenol delta-isomerase activity","molecular_function"
"GO:0097428","protein maturation by iron-sulfur cluster transfer","biological_process"
"GO:0045185","maintenance of protein location","biological_process"
"GO:0005656","nuclear pre-replicative complex","cellular_component"
"GO:0031261","DNA replication preinitiation complex","cellular_component"
"GO:0043596","nuclear replication fork","cellular_component"
"GO:0090544",NA,NA
"GO:0008832","dGTPase activity","molecular_function"
"GO:0006203","dGTP catabolic process","biological_process"
"GO:0015491","cation:cation antiporter activity","molecular_function"
"GO:0043157","response to cation stress","biological_process"
